scenario,group,scenario_folder,mode,images,audio,run_id,multi
scenario3,noite,scenario3N,night,"23,59",scenario3_audio2,img23_img59_aud2,True
scenario3,noite,scenario3N,night,"24,59",scenario3_audio2,img24_img59_aud2,True
scenario3,noite,scenario3N,night,21,scenario3_audio3,img21_aud3,False
scenario3,noite,scenario3N,night,22,scenario3_audio3,img22_aud3,False
scenario3,noite,scenario3N,night,23,scenario3_audio3,img23_aud3,False
scenario3,noite,scenario3N,night,24,scenario3_audio3,img24_aud3,False
scenario3,noite,scenario3N,night,59,scenario3_audio3,img59_aud3,False
scenario3,noite,scenario3N,night,"21,22",scenario3_audio3,img21_img22_aud3,True
scenario3,noite,scenario3N,night,"21,23",scenario3_audio3,img21_img23_aud3,True
scenario3,noite,scenario3N,night,"21,24",scenario3_audio3,img21_img24_aud3,True
scenario3,noite,scenario3N,night,"21,59",scenario3_audio3,img21_img59_aud3,True
scenario3,noite,scenario3N,night,"22,23",scenario3_audio3,img22_img23_aud3,True
scenario3,noite,scenario3N,night,"22,24",scenario3_audio3,img22_img24_aud3,True
scenario3,noite,scenario3N,night,"22,59",scenario3_audio3,img22_img59_aud3,True
scenario3,noite,scenario3N,night,"23,24",scenario3_audio3,img23_img24_aud3,True
scenario3,noite,scenario3N,night,"23,59",scenario3_audio3,img23_img59_aud3,True
scenario3,noite,scenario3N,night,"24,59",scenario3_audio3,img24_img59_aud3,True
scenario3,dia,scenario3D,day,35,scenario3_audio1,img35_aud1,False
scenario3,dia,scenario3D,day,36,scenario3_audio1,img36_aud1,False
scenario3,dia,scenario3D,day,37,scenario3_audio1,img37_aud1,False
scenario3,dia,scenario3D,day,38,scenario3_audio1,img38_aud1,False
scenario3,dia,scenario3D,day,56,scenario3_audio1,img56_aud1,False
scenario3,dia,scenario3D,day,"35,36",scenario3_audio1,img35_img36_aud1,True
scenario3,dia,scenario3D,day,"35,37",scenario3_audio1,img35_img37_aud1,True
scenario3,dia,scenario3D,day,"35,38",scenario3_audio1,img35_img38_aud1,True
scenario3,dia,scenario3D,day,"35,56",scenario3_audio1,img35_img56_aud1,True
scenario3,dia,scenario3D,day,"36,37",scenario3_audio1,img36_img37_aud1,True
scenario3,dia,scenario3D,day,"36,38",scenario3_audio1,img36_img38_aud1,True
scenario3,dia,scenario3D,day,"36,56",scenario3_audio1,img36_img56_aud1,True
scenario3,dia,scenario3D,day,"37,38",scenario3_audio1,img37_img38_aud1,True
scenario3,dia,scenario3D,day,"37,56",scenario3_audio1,img37_img56_aud1,True
scenario3,dia,scenario3D,day,"38,56",scenario3_audio1,img38_img56_aud1,True
scenario3,dia,scenario3D,day,35,scenario3_audio2,img35_aud2,False
scenario3,dia,scenario3D,day,36,scenario3_audio2,img36_aud2,False
scenario3,dia,scenario3D,day,37,scenario3_audio2,img37_aud2,False
scenario3,dia,scenario3D,day,38,scenario3_audio2,img38_aud2,False
scenario3,dia,scenario3D,day,56,scenario3_audio2,img56_aud2,False
scenario3,dia,scenario3D,day,"35,36",scenario3_audio2,img35_img36_aud2,True
scenario3,dia,scenario3D,day,"35,37",scenario3_audio2,img35_img37_aud2,True
scenario3,dia,scenario3D,day,"35,38",scenario3_audio2,img35_img38_aud2,True
scenario3,dia,scenario3D,day,"35,56",scenario3_audio2,img35_img56_aud2,True
scenario3,dia,scenario3D,day,"36,37",scenario3_audio2,img36_img37_aud2,True
scenario3,dia,scenario3D,day,"36,38",scenario3_audio2,img36_img38_aud2,True
scenario3,dia,scenario3D,day,"36,56",scenario3_audio2,img36_img56_aud2,True
scenario3,dia,scenario3D,day,"37,38",scenario3_audio2,img37_img38_aud2,True
scenario3,dia,scenario3D,day,"37,56",scenario3_audio2,img37_img56_aud2,True
scenario3,dia,scenario3D,day,"38,56",scenario3_audio2,img38_img56_aud2,True
scenario3,dia,scenario3D,day,35,scenario3_audio3,img35_aud3,False
scenario3,dia,scenario3D,day,36,scenario3_audio3,img36_aud3,False
scenario3,dia,scenario3D,day,37,scenario3_audio3,img37_aud3,False
scenario3,dia,scenario3D,day,38,scenario3_audio3,img38_aud3,False
scenario3,dia,scenario3D,day,56,scenario3_audio3,img56_aud3,False
scenario3,dia,scenario3D,day,"35,36",scenario3_audio3,img35_img36_aud3,True
scenario3,dia,scenario3D,day,"35,37",scenario3_audio3,img35_img37_aud3,True
scenario3,dia,scenario3D,day,"35,38",scenario3_audio3,img35_img38_aud3,True
scenario3,dia,scenario3D,day,"35,56",scenario3_audio3,img35_img56_aud3,True
scenario3,dia,scenario3D,day,"36,37",scenario3_audio3,img36_img37_aud3,True
scenario3,dia,scenario3D,day,"36,38",scenario3_audio3,img36_img38_aud3,True
scenario3,dia,scenario3D,day,"36,56",scenario3_audio3,img36_img56_aud3,True
scenario3,dia,scenario3D,day,"37,38",scenario3_audio3,img37_img38_aud3,True
scenario3,dia,scenario3D,day,"37,56",scenario3_audio3,img37_img56_aud3,True
scenario3,dia,scenario3D,day,"38,56",scenario3_audio3,img38_img56_aud3,True
scenario4,tarde,scenario4T,day,44,scenario4_audio1,img44_aud1,False
scenario4,tarde,scenario4T,day,45,scenario4_audio1,img45_aud1,False
scenario4,tarde,scenario4T,day,46,scenario4_audio1,img46_aud1,False
scenario4,tarde,scenario4T,day,47,scenario4_audio1,img47_aud1,False
scenario4,tarde,scenario4T,day,48,scenario4_audio1,img48_aud1,False
scenario4,tarde,scenario4T,day,"44,45",scenario4_audio1,img44_img45_aud1,True
scenario4,tarde,scenario4T,day,"44,46",scenario4_audio1,img44_img46_aud1,True
scenario4,tarde,scenario4T,day,"44,47",scenario4_audio1,img44_img47_aud1,True
scenario4,tarde,scenario4T,day,"44,48",scenario4_audio1,img44_img48_aud1,True
scenario4,tarde,scenario4T,day,"45,46",scenario4_audio1,img45_img46_aud1,True
scenario4,tarde,scenario4T,day,"45,47",scenario4_audio1,img45_img47_aud1,True
scenario4,tarde,scenario4T,day,"45,48",scenario4_audio1,img45_img48_aud1,True
scenario4,tarde,scenario4T,day,"46,47",scenario4_audio1,img46_img47_aud1,True
scenario4,tarde,scenario4T,day,"46,48",scenario4_audio1,img46_img48_aud1,True
scenario4,tarde,scenario4T,day,"47,48",scenario4_audio1,img47_img48_aud1,True
scenario4,tarde,scenario4T,day,44,scenario4_audio2,img44_aud2,False
scenario4,tarde,scenario4T,day,45,scenario4_audio2,img45_aud2,False
scenario4,tarde,scenario4T,day,46,scenario4_audio2,img46_aud2,False
scenario4,tarde,scenario4T,day,47,scenario4_audio2,img47_aud2,False
scenario4,tarde,scenario4T,day,48,scenario4_audio2,img48_aud2,False
scenario4,tarde,scenario4T,day,"44,45",scenario4_audio2,img44_img45_aud2,True
scenario4,tarde,scenario4T,day,"44,46",scenario4_audio2,img44_img46_aud2,True
scenario4,tarde,scenario4T,day,"44,47",scenario4_audio2,img44_img47_aud2,True
scenario4,tarde,scenario4T,day,"44,48",scenario4_audio2,img44_img48_aud2,True
scenario4,tarde,scenario4T,day,"45,46",scenario4_audio2,img45_img46_aud2,True
scenario4,tarde,scenario4T,day,"45,47",scenario4_audio2,img45_img47_aud2,True
scenario4,tarde,scenario4T,day,"45,48",scenario4_audio2,img45_img48_aud2,True
scenario4,tarde,scenario4T,day,"46,47",scenario4_audio2,img46_img47_aud2,True
scenario4,tarde,scenario4T,day,"46,48",scenario4_audio2,img46_img48_aud2,True
scenario4,tarde,scenario4T,day,"47,48",scenario4_audio2,img47_img48_aud2,True
scenario4,noite,scenario4N,night,49,scenario4_audio1,img49_aud1,False
scenario4,noite,scenario4N,night,50,scenario4_audio1,img50_aud1,False
scenario4,noite,scenario4N,night,51,scenario4_audio1,img51_aud1,False
scenario4,noite,scenario4N,night,52,scenario4_audio1,img52_aud1,False
scenario4,noite,scenario4N,night,53,scenario4_audio1,img53_aud1,False
scenario4,noite,scenario4N,night,"49,50",scenario4_audio1,img49_img50_aud1,True
scenario4,noite,scenario4N,night,"49,51",scenario4_audio1,img49_img51_aud1,True
scenario4,noite,scenario4N,night,"49,52",scenario4_audio1,img49_img52_aud1,True
scenario4,noite,scenario4N,night,"49,53",scenario4_audio1,img49_img53_aud1,True
scenario4,noite,scenario4N,night,"50,51",scenario4_audio1,img50_img51_aud1,True
scenario4,noite,scenario4N,night,"50,52",scenario4_audio1,img50_img52_aud1,True
scenario4,noite,scenario4N,night,"50,53",scenario4_audio1,img50_img53_aud1,True
scenario4,noite,scenario4N,night,"51,52",scenario4_audio1,img51_img52_aud1,True
scenario4,noite,scenario4N,night,"51,53",scenario4_audio1,img51_img53_aud1,True
scenario4,noite,scenario4N,night,"52,53",scenario4_audio1,img52_img53_aud1,True
scenario4,noite,scenario4N,night,49,scenario4_audio2,img49_aud2,False
scenario4,noite,scenario4N,night,50,scenario4_audio2,img50_aud2,False
scenario4,noite,scenario4N,night,51,scenario4_audio2,img51_aud2,False
scenario4,noite,scenario4N,night,52,scenario4_audio2,img52_aud2,False
scenario4,noite,scenario4N,night,53,scenario4_audio2,img53_aud2,False
scenario4,noite,scenario4N,night,"49,50",scenario4_audio2,img49_img50_aud2,True
scenario4,noite,scenario4N,night,"49,51",scenario4_audio2,img49_img51_aud2,True
scenario4,noite,scenario4N,night,"49,52",scenario4_audio2,img49_img52_aud2,True
scenario4,noite,scenario4N,night,"49,53",scenario4_audio2,img49_img53_aud2,True
scenario4,noite,scenario4N,night,"50,51",scenario4_audio2,img50_img51_aud2,True
scenario4,noite,scenario4N,night,"50,52",scenario4_audio2,img50_img52_aud2,True
scenario4,noite,scenario4N,night,"50,53",scenario4_audio2,img50_img53_aud2,True
scenario4,noite,scenario4N,night,"51,52",scenario4_audio2,img51_img52_aud2,True
scenario4,noite,scenario4N,night,"51,53",scenario4_audio2,img51_img53_aud2,True
scenario4,noite,scenario4N,night,"52,53",scenario4_audio2,img52_img53_aud2,True
scenario4,dia,scenario4D,day,39,scenario4_audio1,img39_aud1,False
scenario4,dia,scenario4D,day,40,scenario4_audio1,img40_aud1,False
scenario4,dia,scenario4D,day,41,scenario4_audio1,img41_aud1,False
scenario4,dia,scenario4D,day,42,scenario4_audio1,img42_aud1,False
scenario4,dia,scenario4D,day,43,scenario4_audio1,img43_aud1,False
scenario4,dia,scenario4D,day,"39,40",scenario4_audio1,img39_img40_aud1,True
scenario4,dia,scenario4D,day,"39,41",scenario4_audio1,img39_img41_aud1,True
scenario4,dia,scenario4D,day,"39,42",scenario4_audio1,img39_img42_aud1,True
scenario4,dia,scenario4D,day,"39,43",scenario4_audio1,img39_img43_aud1,True
scenario4,dia,scenario4D,day,"40,41",scenario4_audio1,img40_img41_aud1,True
scenario4,dia,scenario4D,day,"40,42",scenario4_audio1,img40_img42_aud1,True
scenario4,dia,scenario4D,day,"40,43",scenario4_audio1,img40_img43_aud1,True
scenario4,dia,scenario4D,day,"41,42",scenario4_audio1,img41_img42_aud1,True
scenario4,dia,scenario4D,day,"41,43",scenario4_audio1,img41_img43_aud1,True
scenario4,dia,scenario4D,day,"42,43",scenario4_audio1,img42_img43_aud1,True
scenario4,dia,scenario4D,day,39,scenario4_audio2,img39_aud2,False
scenario4,dia,scenario4D,day,40,scenario4_audio2,img40_aud2,False
scenario4,dia,scenario4D,day,41,scenario4_audio2,img41_aud2,False
scenario4,dia,scenario4D,day,42,scenario4_audio2,img42_aud2,False
scenario4,dia,scenario4D,day,43,scenario4_audio2,img43_aud2,False
scenario4,dia,scenario4D,day,"39,40",scenario4_audio2,img39_img40_aud2,True
scenario4,dia,scenario4D,day,"39,41",scenario4_audio2,img39_img41_aud2,True
scenario4,dia,scenario4D,day,"39,42",scenario4_audio2,img39_img42_aud2,True
scenario4,dia,scenario4D,day,"39,43",scenario4_audio2,img39_img43_aud2,True
scenario4,dia,scenario4D,day,"40,41",scenario4_audio2,img40_img41_aud2,True
scenario4,dia,scenario4D,day,"40,42",scenario4_audio2,img40_img42_aud2,True
scenario4,dia,scenario4D,day,"40,43",scenario4_audio2,img40_img43_aud2,True
scenario4,dia,scenario4D,day,"41,42",scenario4_audio2,img41_img42_aud2,True
scenario4,dia,scenario4D,day,"41,43",scenario4_audio2,img41_img43_aud2,True
scenario4,dia,scenario4D,day,"42,43",scenario4_audio2,img42_img43_aud2,True
scenario5,tarde,scenario5T,day,70,scenario5_audio1,img70_aud1,False
scenario5,tarde,scenario5T,day,71,scenario5_audio1,img71_aud1,False
scenario5,tarde,scenario5T,day,72,scenario5_audio1,img72_aud1,False
scenario5,tarde,scenario5T,day,73,scenario5_audio1,img73_aud1,False
scenario5,tarde,scenario5T,day,74,scenario5_audio1,img74_aud1,False
scenario5,tarde,scenario5T,day,"70,71",scenario5_audio1,img70_img71_aud1,True
scenario5,tarde,scenario5T,day,"70,72",scenario5_audio1,img70_img72_aud1,True
scenario5,tarde,scenario5T,day,"70,73",scenario5_audio1,img70_img73_aud1,True
scenario5,tarde,scenario5T,day,"70,74",scenario5_audio1,img70_img74_aud1,True
scenario5,tarde,scenario5T,day,"71,72",scenario5_audio1,img71_img72_aud1,True
scenario5,tarde,scenario5T,day,"71,73",scenario5_audio1,img71_img73_aud1,True
scenario5,tarde,scenario5T,day,"71,74",scenario5_audio1,img71_img74_aud1,True
scenario5,tarde,scenario5T,day,"72,73",scenario5_audio1,img72_img73_aud1,True
scenario5,tarde,scenario5T,day,"72,74",scenario5_audio1,img72_img74_aud1,True
scenario5,tarde,scenario5T,day,"73,74",scenario5_audio1,img73_img74_aud1,True
scenario5,tarde,scenario5T,day,70,scenario5_audio2,img70_aud2,False
scenario5,tarde,scenario5T,day,71,scenario5_audio2,img71_aud2,False
scenario5,tarde,scenario5T,day,72,scenario5_audio2,img72_aud2,False
scenario5,tarde,scenario5T,day,73,scenario5_audio2,img73_aud2,False
scenario5,tarde,scenario5T,day,74,scenario5_audio2,img74_aud2,False
scenario5,tarde,scenario5T,day,"70,71",scenario5_audio2,img70_img71_aud2,True
scenario5,tarde,scenario5T,day,"70,72",scenario5_audio2,img70_img72_aud2,True
scenario5,tarde,scenario5T,day,"70,73",scenario5_audio2,img70_img73_aud2,True
scenario5,tarde,scenario5T,day,"70,74",scenario5_audio2,img70_img74_aud2,True
scenario5,tarde,scenario5T,day,"71,72",scenario5_audio2,img71_img72_aud2,True
scenario5,tarde,scenario5T,day,"71,73",scenario5_audio2,img71_img73_aud2,True
scenario5,tarde,scenario5T,day,"71,74",scenario5_audio2,img71_img74_aud2,True
scenario5,tarde,scenario5T,day,"72,73",scenario5_audio2,img72_img73_aud2,True
scenario5,tarde,scenario5T,day,"72,74",scenario5_audio2,img72_img74_aud2,True
scenario5,tarde,scenario5T,day,"73,74",scenario5_audio2,img73_img74_aud2,True
scenario5,noite,scenario5N,night,60,scenario5_audio1,img60_aud1,False
scenario5,noite,scenario5N,night,61,scenario5_audio1,img61_aud1,False
scenario5,noite,scenario5N,night,62,scenario5_audio1,img62_aud1,False
scenario5,noite,scenario5N,night,63,scenario5_audio1,img63_aud1,False
scenario5,noite,scenario5N,night,64,scenario5_audio1,img64_aud1,False
scenario5,noite,scenario5N,night,"60,61",scenario5_audio1,img60_img61_aud1,True
scenario5,noite,scenario5N,night,"60,62",scenario5_audio1,img60_img62_aud1,True
scenario5,noite,scenario5N,night,"60,63",scenario5_audio1,img60_img63_aud1,True
scenario5,noite,scenario5N,night,"60,64",scenario5_audio1,img60_img64_aud1,True
scenario5,noite,scenario5N,night,"61,62",scenario5_audio1,img61_img62_aud1,True
scenario5,noite,scenario5N,night,"61,63",scenario5_audio1,img61_img63_aud1,True
scenario5,noite,scenario5N,night,"61,64",scenario5_audio1,img61_img64_aud1,True
scenario5,noite,scenario5N,night,"62,63",scenario5_audio1,img62_img63_aud1,True
scenario5,noite,scenario5N,night,"62,64",scenario5_audio1,img62_img64_aud1,True
scenario5,noite,scenario5N,night,"63,64",scenario5_audio1,img63_img64_aud1,True
scenario5,noite,scenario5N,night,60,scenario5_audio2,img60_aud2,False
scenario5,noite,scenario5N,night,61,scenario5_audio2,img61_aud2,False
scenario5,noite,scenario5N,night,62,scenario5_audio2,img62_aud2,False
scenario5,noite,scenario5N,night,63,scenario5_audio2,img63_aud2,False
scenario5,noite,scenario5N,night,64,scenario5_audio2,img64_aud2,False
scenario5,noite,scenario5N,night,"60,61",scenario5_audio2,img60_img61_aud2,True
scenario5,noite,scenario5N,night,"60,62",scenario5_audio2,img60_img62_aud2,True
scenario5,noite,scenario5N,night,"60,63",scenario5_audio2,img60_img63_aud2,True
scenario5,noite,scenario5N,night,"60,64",scenario5_audio2,img60_img64_aud2,True
scenario5,noite,scenario5N,night,"61,62",scenario5_audio2,img61_img62_aud2,True
scenario5,noite,scenario5N,night,"61,63",scenario5_audio2,img61_img63_aud2,True
scenario5,noite,scenario5N,night,"61,64",scenario5_audio2,img61_img64_aud2,True
scenario5,noite,scenario5N,night,"62,63",scenario5_audio2,img62_img63_aud2,True
scenario5,noite,scenario5N,night,"62,64",scenario5_audio2,img62_img64_aud2,True
scenario5,noite,scenario5N,night,"63,64",scenario5_audio2,img63_img64_aud2,True
scenario5,dia,scenario5D,day,65,scenario5_audio1,img65_aud1,False
scenario5,dia,scenario5D,day,66,scenario5_audio1,img66_aud1,False
scenario5,dia,scenario5D,day,67,scenario5_audio1,img67_aud1,False
scenario5,dia,scenario5D,day,68,scenario5_audio1,img68_aud1,False
scenario5,dia,scenario5D,day,69,scenario5_audio1,img69_aud1,False
scenario5,dia,scenario5D,day,"65,66",scenario5_audio1,img65_img66_aud1,True
scenario5,dia,scenario5D,day,"65,67",scenario5_audio1,img65_img67_aud1,True
scenario5,dia,scenario5D,day,"65,68",scenario5_audio1,img65_img68_aud1,True
scenario5,dia,scenario5D,day,"65,69",scenario5_audio1,img65_img69_aud1,True
scenario5,dia,scenario5D,day,"66,67",scenario5_audio1,img66_img67_aud1,True
scenario5,dia,scenario5D,day,"66,68",scenario5_audio1,img66_img68_aud1,True
scenario5,dia,scenario5D,day,"66,69",scenario5_audio1,img66_img69_aud1,True
scenario5,dia,scenario5D,day,"67,68",scenario5_audio1,img67_img68_aud1,True
scenario5,dia,scenario5D,day,"67,69",scenario5_audio1,img67_img69_aud1,True
scenario5,dia,scenario5D,day,"68,69",scenario5_audio1,img68_img69_aud1,True
scenario5,dia,scenario5D,day,65,scenario5_audio2,img65_aud2,False
scenario5,dia,scenario5D,day,66,scenario5_audio2,img66_aud2,False
scenario5,dia,scenario5D,day,67,scenario5_audio2,img67_aud2,False
scenario5,dia,scenario5D,day,68,scenario5_audio2,img68_aud2,False
scenario5,dia,scenario5D,day,69,scenario5_audio2,img69_aud2,False
scenario5,dia,scenario5D,day,"65,66",scenario5_audio2,img65_img66_aud2,True
scenario5,dia,scenario5D,day,"65,67",scenario5_audio2,img65_img67_aud2,True
scenario5,dia,scenario5D,day,"65,68",scenario5_audio2,img65_img68_aud2,True
scenario5,dia,scenario5D,day,"65,69",scenario5_audio2,img65_img69_aud2,True
scenario5,dia,scenario5D,day,"66,67",scenario5_audio2,img66_img67_aud2,True
scenario5,dia,scenario5D,day,"66,68",scenario5_audio2,img66_img68_aud2,True
scenario5,dia,scenario5D,day,"66,69",scenario5_audio2,img66_img69_aud2,True
scenario5,dia,scenario5D,day,"67,68",scenario5_audio2,img67_img68_aud2,True
scenario5,dia,scenario5D,day,"67,69",scenario5_audio2,img67_img69_aud2,True
scenario5,dia,scenario5D,day,"68,69",scenario5_audio2,img68_img69_aud2,True
